Unnamed: 0,m/z,Composition,Glycan Structure,Name,Glycoprofiles
82,1114,Hex(3)HexNAc(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
",1114-3,"['P3TS', 'P8H']"
85,1155,Hex(2)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-HEX-x:x
5s:n-acetyl
6b:b-dglc-HEX-x:x
7s:n-acetyl
8b:b-dgal-HEX-x:x
9b:a-dglc-HEX-x:x
10s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(4+1)9d
9:9d(2+1)10n
",1155-1,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P4TI', 'P6TA-FS', 'P6TA-FG', 'P6TA-AS', 'P6TA-AG', 'P5TA-AS', 'P5TA-AG', 'P7TA-AG', 'P8H', 'P9H', 'P10H']"
86,1155,Hex(2)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-HEX-x:x
5s:n-acetyl
6b:b-dglc-HEX-x:x
7s:n-acetyl
8b:b-dgal-HEX-x:x
9b:x-dglc-HEX-x:x
10s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(-1+1)9d
9:9d(2+1)10n
",1155-2,"['P4TS', 'P4TI', 'P5TA-AG']"
100,1243,NeuAc(1)Hex(2)HexNAc(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
5s:n-acetyl
6b:b-dglc-HEX-x:x
7s:n-acetyl
8b:b-dgal-HEX-x:x
9b:x-HEX-x:x
10s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(4+1)9d
9:9d(2+1)10n
",1243-1,"['P1TS', 'P4TI', 'P6TA-FS', 'P6TA-FG', 'P6TA-AS', 'P6TA-AG', 'P5TA-AS', 'P8H', 'P9H', 'P10H']"
101,1243,NeuAc(1)Hex(2)HexNAc(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dglc-HEX-x:x
4s:n-acetyl
5b:b-dgal-HEX-x:x
6b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
7s:n-acetyl
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+2)6d
6:6d(5+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
",1243-2,['P10H']
121,1317,Hex(3)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:x-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(-1+1)7d
7:7d(2+1)8n
8:1o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
",1317-1,"['P4TS', 'P6TA-FG', 'P5TA-AG', 'P7TA-AG', 'P9H']"
122,1317,Hex(3)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:x-HEX-x:x
11s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(-1+1)10d
10:10d(2+1)11n
",1317-2,"['P4TS', 'P4TI', 'P6TA-FG', 'P6TA-AG', 'P5TA-AG']"
123,1317,Hex(3)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:3o(6+1)7d
7:7d(2+1)8n
8:1o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
",1317-3,['P5TA-AG']
124,1317,Hex(3)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dglc-HEX-x:x
4b:x-dgal-HEX-x:x
5s:n-acetyl
6b:b-dglc-HEX-x:x
7b:x-dgal-HEX-x:x
8b:x-dglc-HEX-x:x
9b:x-dgal-HEX-x:x
10s:n-acetyl
11s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:3d(2+1)5n
5:1o(6+1)6d
6:6o(-1+1)7d
7:7o(-1+1)8d
8:8o(-1+1)9d
9:8d(2+1)10n
10:6d(2+1)11n
",1317-4,['P6TA-FS']
125,1331,NeuAc(2)Hex(2)HexNAc(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
5s:n-acetyl
6b:b-dglc-HEX-x:x
7s:n-acetyl
8b:b-dgal-HEX-x:x
9b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
10s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+2)9d
9:9d(5+1)10n
",1331,"['P1TS', 'P3TS', 'P2TS', 'P6TA-FS', 'P6TA-AS', 'P6TA-AG', 'P5TA-AS', 'P7TA-AS', 'P8H', 'P10H']"
139,1405,NeuAc(1)Hex(3)HexNAc(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
5s:n-acetyl
6b:b-dglc-HEX-x:x
7s:n-acetyl
8b:b-dgal-HEX-x:x
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
",1405,"['P2TS', 'P6TA-FS']"
156,1479,Hex(4)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:3o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:1o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
",1479-1,"['P3TS', 'P2TS', 'P4TS', 'P6TA-FS', 'P6TA-FG', 'P6TA-AG', 'P8H', 'P9H']"
157,1479,Hex(4)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
",1479-2,"['P3TS', 'P2TS', 'P4TS', 'P6TA-FS', 'P8H']"
158,1479,Hex(4)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
",1479-3,"['P6TA-FS', 'P8H']"
159,1479,Hex(4)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
",1479-4,"['P3TS', 'P6TA-FS', 'P8H']"
162,1520,Hex(3)HexNAc(5),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-HEX-x:x
5s:n-acetyl
6b:b-dglc-HEX-x:x
7b:x-dgal-HEX-x:x
8b:x-dglc-HEX-x:x
9b:x-dgal-HEX-x:x
10b:x-HEX-x:x
11s:n-acetyl
12s:n-acetyl
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6o(-1+1)7d
7:7o(-1+1)8d
8:8o(-1+1)9d
9:9o(4+1)10d
10:10d(2+1)11n
11:8d(2+1)12n
12:6d(2+1)13n
",1520-1,"['P6TA-FG', 'P7TA-AG', 'P9H']"
163,1520,Hex(3)HexNAc(5),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:x-HEX-x:x
7s:n-acetyl
8s:n-acetyl
9b:b-dglc-HEX-x:x
10b:x-dgal-HEX-x:x
11b:x-HEX-x:x
12s:n-acetyl
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:5o(4+1)6d
6:6d(2+1)7n
7:4d(2+1)8n
8:1o(6+1)9d
9:9o(-1+1)10d
10:10o(4+1)11d
11:11d(2+1)12n
12:9d(2+1)13n
",1520-2,"['P6TA-FS', 'P6TA-FG', 'P7TA-AG', 'P9H']"
164,1534,NeuAc(2)Hex(2)HexNAc(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dglc-HEX-x:x
4s:n-acetyl
5b:b-dgal-HEX-x:x
6b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
7s:n-acetyl
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
12s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+2)6d
6:6d(5+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(3+2)11d
11:11d(5+1)12n
",1534,['P10H']
193,1682,Hex(4)HexNAc(5),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:x-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:b-dglc-HEX-x:x
13s:n-acetyl
14b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(-1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
",1682,"['P6TA-FG', 'P5TA-AG']"
199,1723,Hex(3)HexNAc(6),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:x-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:x-HEX-x:x
13s:n-acetyl
14b:b-dglc-HEX-x:x
15s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(-1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(-1+1)12d
12:12d(2+1)13n
13:1o(6+1)14d
14:14d(2+1)15n
",1723,"['P2TS', 'P4TS', 'P6TA-FG', 'P7TA-AG', 'P10H']"
202,1770,NeuAc(1)Hex(4)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
5s:n-acetyl
6b:b-dglc-HEX-x:x
7s:n-acetyl
8b:b-dgal-HEX-x:x
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:b-dglc-HEX-x:x
13s:n-acetyl
14b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
",1770,"['P2TS', 'P6TA-FS']"
217,1844,Hex(5)HexNAc(5),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:b-dglc-HEX-x:x
14s:n-acetyl
15b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(3+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
",1844-1,"['P3TS', 'P6TA-FS', 'P8H']"
218,1844,Hex(5)HexNAc(5),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:b-dglc-HEX-x:x
14s:n-acetyl
15b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(3+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
",1844-2,['P3TS']
219,1844,Hex(5)HexNAc(5),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6s:n-acetyl
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:x-dglc-HEX-x:x
11b:x-dgal-HEX-x:x
12b:x-dglc-HEX-x:x
13b:x-dgal-HEX-x:x
14s:n-acetyl
15s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4d(2+1)6n
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(-1+1)10d
10:10o(-1+1)11d
11:11o(-1+1)12d
12:12o(-1+1)13d
13:12d(2+1)14n
14:10d(2+1)15n
",1844-3,"['P6TA-FS', 'P8H']"
222,1885,Hex(4)HexNAc(6),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:x-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:b-dglc-HEX-x:x
13s:n-acetyl
14b:b-dgal-HEX-x:x
15b:x-HEX-x:x
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(-1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
14:14o(-1+1)15d
15:15d(2+1)16n
",1885,"['P4TI', 'P6TA-FS', 'P6TA-FG', 'P6TA-AG', 'P7TA-AG', 'P9H']"
246,2088,Hex(4)HexNAc(7),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:x-HEX-x:x
7s:n-acetyl
8s:n-acetyl
9b:b-dglc-HEX-x:x
10b:x-dgal-HEX-x:x
11b:x-HEX-x:x
12s:n-acetyl
13s:n-acetyl
14b:b-dglc-HEX-x:x
15b:x-dgal-HEX-x:x
16b:x-HEX-x:x
17s:n-acetyl
18s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:5o(-1+1)6d
6:6d(2+1)7n
7:4d(2+1)8n
8:3o(6+1)9d
9:9o(-1+1)10d
10:10o(-1+1)11d
11:11d(2+1)12n
12:9d(2+1)13n
13:1o(6+1)14d
14:14o(-1+1)15d
15:15o(-1+1)16d
16:16d(2+1)17n
17:14d(2+1)18n
",2088,"['P1TS', 'P4TI', 'P6TA-FS', 'P6TA-FG', 'P6TA-AG', 'P7TA-AG', 'P9H', 'P10H']"
